,Precisions FSDD KNN,Precisions mrmrMID KNN,Precisions reliefF KNN,Precisions FSDD DT,Precisions mrmrMID DT,Precisions reliefF DT,Precisions FSDD NB,Precisions mrmrMID NB,Precisions reliefF NB,Precisions FSDD SVM,Precisions mrmrMID SVM,Precisions reliefF SVM
0,0.797752808988764,0.797752808988764,0.5280898876404494,0.752808988764045,0.752808988764045,0.5112359550561798,0.7865168539325842,0.7865168539325842,0.5674157303370786,0.803370786516854,0.803370786516854,0.5561797752808989
1,0.898876404494382,0.7191011235955056,0.7808988764044944,0.848314606741573,0.7191011235955056,0.7191011235955056,0.898876404494382,0.7752808988764044,0.7752808988764045,0.8932584269662921,0.7359550561797753,0.7808988764044944
2,0.9325842696629214,0.7359550561797753,0.9157303370786516,0.8146067415730337,0.7359550561797753,0.9382022471910112,0.9101123595505618,0.8314606741573034,0.9213483146067416,0.9157303370786517,0.8089887640449438,0.949438202247191
3,0.9438202247191011,0.8033707865168539,0.949438202247191,0.8764044943820224,0.8595505617977528,0.9382022471910112,0.9382022471910112,0.8539325842696629,0.9438202247191011,0.949438202247191,0.8595505617977528,0.9382022471910112
4,0.9550561797752809,0.8089887640449438,0.9213483146067416,0.949438202247191,0.8539325842696629,0.9606741573033708,0.9438202247191011,0.8932584269662921,0.9044943820224719,0.9662921348314606,0.9044943820224719,0.9382022471910112
5,0.9606741573033708,0.8033707865168539,0.8932584269662921,0.9325842696629214,0.8202247191011236,0.949438202247191,0.9662921348314606,0.8764044943820224,0.898876404494382,0.9719101123595506,0.8932584269662921,0.9438202247191011
6,0.9550561797752809,0.7865168539325843,0.9325842696629214,0.9325842696629214,0.8426966292134831,0.9550561797752809,0.9606741573033708,0.8707865168539326,0.949438202247191,0.9719101123595506,0.8707865168539326,0.9662921348314606
7,0.9438202247191012,0.8033707865168539,0.9325842696629214,0.9382022471910112,0.8314606741573034,0.9438202247191012,0.9662921348314606,0.8932584269662921,0.9382022471910112,0.9719101123595506,0.9157303370786516,0.9662921348314606
8,0.9438202247191012,0.8089887640449438,0.9325842696629214,0.9382022471910112,0.8089887640449438,0.949438202247191,0.9719101123595506,0.9157303370786516,0.9325842696629214,0.9775280898876404,0.9325842696629213,0.9775280898876404
9,0.949438202247191,0.9044943820224719,0.9606741573033708,0.9157303370786517,0.8876404494382022,0.949438202247191,0.9719101123595506,0.9382022471910112,0.9662921348314606,0.9719101123595506,0.9550561797752809,0.9887640449438202
10,0.9606741573033708,0.9269662921348314,0.9719101123595506,0.9325842696629214,0.898876404494382,0.9101123595505618,0.9662921348314606,0.9719101123595506,0.9719101123595506,0.9662921348314606,0.9719101123595506,0.9831460674157304
11,0.9438202247191012,0.9438202247191012,0.9550561797752809,0.9269662921348314,0.9101123595505618,0.9157303370786516,0.9719101123595506,0.9831460674157304,0.9775280898876404,0.9775280898876404,0.9887640449438202,0.9887640449438202
12,0.9382022471910112,0.9382022471910112,0.9382022471910112,0.9213483146067416,0.9044943820224719,0.9269662921348314,0.9775280898876404,0.9775280898876404,0.9775280898876404,0.9775280898876404,0.9775280898876404,0.9775280898876404
